Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered
23/03/2021,Chandigarh,67392,57782,9610
24/03/2021,Chandigarh,68959,58992,9967
25/03/2021,Chandigarh,70827,60519,10308
26/03/2021,Chandigarh,72558,61839,10719
27/03/2021,Chandigarh,74151,63168,10983
28/03/2021,Chandigarh,74257,63269,10988
29/03/2021,Chandigarh,74284,63294,10990
30/03/2021,Chandigarh,76009,64574,11435
31/03/2021,Chandigarh,77711,65748,11963
1/4/2021,Chandigarh,81055,68591,12464
2/4/2021,Chandigarh,84378,71565,12813
3/4/2021,Chandigarh,87837,74528,13309
4/4/2021,Chandigarh,90843,77241,13602
5/4/2021,Chandigarh,94240,80058,14182
6/4/2021,Chandigarh,96011,81444,14567
7/4/2021,Chandigarh,101532,85979,15553
8/4/2021,Chandigarh,105815,89382,16433
9/4/2021,Chandigarh,110149,92814,17335
10/4/2021,Chandigarh,115008,96744,18264
11/4/2021,Chandigarh,118155,99484,18671
12/4/2021,Chandigarh,122941,103131,19810
13/04/2021,Chandigarh,126850,106139,20711
14/04/2021,Chandigarh,130380,108803,21577
15/04/2021,Chandigarh,134563,111665,22898
16/04/2021,Chandigarh,139146,114800,24346
17/04/2021,Chandigarh,143254,117734,25520
18/04/2021,Chandigarh,145600,119500,26100
19/04/2021,Chandigarh,149987,122192,27795
20/04/2021,Chandigarh,154584,124937,29647
21/04/2021,Chandigarh,158565,127635,30930
22/04/2021,Chandigarh,163872,130884,32988
23/04/2021,Chandigarh,169439,134397,35042
24/04/2021,Chandigarh,174721,137994,36727
25/04/2021,Chandigarh,178655,140795,37860
26/04/2021,Chandigarh,184252,144305,39947
27/04/2021,Chandigarh,190041,148026,42015
28/04/2021,Chandigarh,196055,151928,44127
29/04/2021,Chandigarh,201907,155689,46218
30/04/2021,Chandigarh,208489,160071,48418
1/5/2021,Chandigarh,213216,163599,49617
2/5/2021,Chandigarh,215894,165617,50277
3/5/2021,Chandigarh,220462,168672,51790
4/5/2021,Chandigarh,225542,172057,53485
5/5/2021,Chandigarh,230822,175618,55204
6/5/2021,Chandigarh,237473,179429,58044
7/5/2021,Chandigarh,243450,183067,60383
8/5/2021,Chandigarh,250441,187445,62996
9/5/2021,Chandigarh,254612,190204,64408
10/5/2021,Chandigarh,260309,193540,66769
11/5/2021,Chandigarh,265527,196808,68719
12/5/2021,Chandigarh,269353,199576,69777
13/05/2021,Chandigarh,273766,202829,70937
14/05/2021,Chandigarh,278699,206572,72127
15/05/2021,Chandigarh,284834,211162,73672
16/05/2021,Chandigarh,285946,212260,73686
17/05/2021,Chandigarh,290561,216622,73939
18/05/2021,Chandigarh,294430,220312,74118
19/05/2021,Chandigarh,298281,224068,74213
20/05/2021,Chandigarh,302065,227748,74317
21/05/2021,Chandigarh,306407,231985,74422
22/05/2021,Chandigarh,312342,237720,74622
23/05/2021,Chandigarh,315428,240804,74624
24/05/2021,Chandigarh,320496,245841,74655
25/05/2021,Chandigarh,323442,248749,74693
26/05/2021,Chandigarh,324892,250185,74707
27/05/2021,Chandigarh,329825,255083,74742
28/05/2021,Chandigarh,334628,259802,74826
29/05/2021,Chandigarh,339601,264747,74854
30/05/2021,Chandigarh,343466,268609,74857
31/05/2021,Chandigarh,349507,274606,74901
1/6/2021,Chandigarh,355311,280378,74933
2/6/2021,Chandigarh,360794,285834,74960
3/6/2021,Chandigarh,366709,291718,74991
4/6/2021,Chandigarh,372191,297146,75045
5/6/2021,Chandigarh,377873,302775,75098
6/6/2021,Chandigarh,379943,304833,75110
7/6/2021,Chandigarh,383353,308126,75227
8/6/2021,Chandigarh,384919,309608,75311
9/6/2021,Chandigarh,387273,311860,75413
10/6/2021,Chandigarh,389571,314057,75514
11/6/2021,Chandigarh,395515,319892,75623
12/6/2021,Chandigarh,401380,325649,75731
13/06/2021,Chandigarh,405319,329564,75755
14/06/2021,Chandigarh,412175,336282,75893
15/06/2021,Chandigarh,419164,343058,76106
16/06/2021,Chandigarh,425495,349204,76291
17/06/2021,Chandigarh,432584,356082,76502
18/06/2021,Chandigarh,440585,363813,76772
19/06/2021,Chandigarh,450057,372899,77158
20/06/2021,Chandigarh,453577,376354,77223
21/06/2021,Chandigarh,460426,382966,77460
22/06/2021,Chandigarh,468436,390586,77850
23/06/2021,Chandigarh,475527,397301,78226
24/06/2021,Chandigarh,482326,403380,78946
25/06/2021,Chandigarh,489480,409614,79866
26/06/2021,Chandigarh,498862,417304,81558
27/06/2021,Chandigarh,504126,421745,82381
28/06/2021,Chandigarh,511843,427780,84063
29/06/2021,Chandigarh,519880,434020,85860
30/06/2021,Chandigarh,526877,439301,87576
1/7/2021,Chandigarh,533897,444544,89353
2/7/2021,Chandigarh,541103,449392,91711
3/7/2021,Chandigarh,551586,456634,94952
4/7/2021,Chandigarh,558150,461440,96710
5/7/2021,Chandigarh,566601,467197,99404
6/7/2021,Chandigarh,574184,472038,102146
7/7/2021,Chandigarh,,,
8/7/2021,Chandigarh,,,
9/7/2021,Chandigarh,,,
10/7/2021,Chandigarh,,,
11/7/2021,Chandigarh,,,
12/7/2021,Chandigarh,,,
13/07/2021,Chandigarh,,,
14/07/2021,Chandigarh,,,
15/07/2021,Chandigarh,,,
16/01/2021,Chhattisgarh,1040,1040,0
17/01/2021,Chhattisgarh,1040,1040,0
18/01/2021,Chhattisgarh,1656,1656,0
19/01/2021,Chhattisgarh,2014,2014,0
20/01/2021,Chhattisgarh,3351,3351,0
21/01/2021,Chhattisgarh,5752,5752,0
22/01/2021,Chhattisgarh,5807,5807,0
23/01/2021,Chhattisgarh,12185,12185,0
24/01/2021,Chhattisgarh,12506,12506,0
25/01/2021,Chhattisgarh,24018,24018,0
26/01/2021,Chhattisgarh,24120,24120,0
27/01/2021,Chhattisgarh,36363,36363,0
28/01/2021,Chhattisgarh,46869,46869,0
29/01/2021,Chhattisgarh,47318,47318,0
30/01/2021,Chhattisgarh,57446,57446,0
31/01/2021,Chhattisgarh,57455,57455,0
1/2/2021,Chhattisgarh,61482,61482,0
2/2/2021,Chhattisgarh,64509,64509,0
3/2/2021,Chhattisgarh,86044,86044,0
4/2/2021,Chhattisgarh,115725,115725,0
5/2/2021,Chhattisgarh,135072,135072,0
6/2/2021,Chhattisgarh,153515,153515,0
7/2/2021,Chhattisgarh,153531,153531,0
8/2/2021,Chhattisgarh,168873,168873,0
9/2/2021,Chhattisgarh,182898,182898,0
10/2/2021,Chhattisgarh,201792,201792,0
11/2/2021,Chhattisgarh,218958,218958,0
12/2/2021,Chhattisgarh,234012,234012,0
13/02/2021,Chhattisgarh,249169,248307,862
14/02/2021,Chhattisgarh,250235,249309,926
15/02/2021,Chhattisgarh,277098,271832,5266
16/02/2021,Chhattisgarh,294241,287420,6821
17/02/2021,Chhattisgarh,312728,302752,9976
18/02/2021,Chhattisgarh,329628,315032,14596
19/02/2021,Chhattisgarh,348220,331802,16418
20/02/2021,Chhattisgarh,362135,341230,20905
21/02/2021,Chhattisgarh,363144,342208,20936
22/02/2021,Chhattisgarh,380439,351864,28575
23/02/2021,Chhattisgarh,389928,358547,31381
24/02/2021,Chhattisgarh,405172,365643,39529
25/02/2021,Chhattisgarh,420647,372248,48399
26/02/2021,Chhattisgarh,428473,376718,51755
27/02/2021,Chhattisgarh,428473,376718,51755
28/02/2021,Chhattisgarh,428473,376718,51755
1/3/2021,Chhattisgarh,428473,376718,51755
2/3/2021,Chhattisgarh,459117,397759,61358
3/3/2021,Chhattisgarh,488780,417448,71332
4/3/2021,Chhattisgarh,533925,445300,88625
5/3/2021,Chhattisgarh,578118,474620,103498
6/3/2021,Chhattisgarh,632575,512183,120392
7/3/2021,Chhattisgarh,634619,514086,120533
8/3/2021,Chhattisgarh,684432,551009,133423
9/3/2021,Chhattisgarh,600698,456120,144578
10/3/2021,Chhattisgarh,649606,489919,159687
11/3/2021,Chhattisgarh,654318,493373,160945
12/3/2021,Chhattisgarh,700964,524628,176336
13/03/2021,Chhattisgarh,757035,565547,191488
14/03/2021,Chhattisgarh,764290,572176,192114
15/03/2021,Chhattisgarh,840424,632277,208147
16/03/2021,Chhattisgarh,1043000,821735,221265
17/03/2021,Chhattisgarh,1155353,920994,234359
18/03/2021,Chhattisgarh,1233656,987493,246163
19/03/2021,Chhattisgarh,1300911,1043993,256918
20/03/2021,Chhattisgarh,1382139,1115002,267137
21/03/2021,Chhattisgarh,1390076,1122049,268027
22/03/2021,Chhattisgarh,1446236,1170273,275963
23/03/2021,Chhattisgarh,1492021,1207717,284304
24/03/2021,Chhattisgarh,1536898,1246634,290264
25/03/2021,Chhattisgarh,1596613,1300439,296174
26/03/2021,Chhattisgarh,1660268,1359811,300457
27/03/2021,Chhattisgarh,1773189,1468773,304416
28/03/2021,Chhattisgarh,1807760,1502883,304877
29/03/2021,Chhattisgarh,1808453,1503420,305033
30/03/2021,Chhattisgarh,1863632,1554803,308829
31/03/2021,Chhattisgarh,1977918,1662021,315897
1/4/2021,Chhattisgarh,2113279,1791743,321536
2/4/2021,Chhattisgarh,2420539,2089641,330898
3/4/2021,Chhattisgarh,2645394,2307001,338393
4/4/2021,Chhattisgarh,2954955,2607721,347234
5/4/2021,Chhattisgarh,3071531,2718779,352752
6/4/2021,Chhattisgarh,3170579,2812713,357866
7/4/2021,Chhattisgarh,3399416,3031106,368310
8/4/2021,Chhattisgarh,3705558,3322112,383446
9/4/2021,Chhattisgarh,3935158,3540293,394865
10/4/2021,Chhattisgarh,4127809,3721410,406399
11/4/2021,Chhattisgarh,4303664,3888257,415407
12/4/2021,Chhattisgarh,4462366,4033441,428925
13/04/2021,Chhattisgarh,4559739,4121532,438207
14/04/2021,Chhattisgarh,4634362,4186570,447792
15/04/2021,Chhattisgarh,4680227,4223870,456357
16/04/2021,Chhattisgarh,4749614,4280059,469555
17/04/2021,Chhattisgarh,4870174,4376707,493467
18/04/2021,Chhattisgarh,4956412,4448418,507994
19/04/2021,Chhattisgarh,5043193,4516858,526335
20/04/2021,Chhattisgarh,5102706,4561812,540894
21/04/2021,Chhattisgarh,5146543,4594052,552491
22/04/2021,Chhattisgarh,5212126,4642296,569830
23/04/2021,Chhattisgarh,5272734,4686119,586615
24/04/2021,Chhattisgarh,5324210,4721290,602920
25/04/2021,Chhattisgarh,5362347,4746201,616146
26/04/2021,Chhattisgarh,5406298,4772454,633844
27/04/2021,Chhattisgarh,5438541,4791314,647227
28/04/2021,Chhattisgarh,5469617,4807697,661920
29/04/2021,Chhattisgarh,5507510,4823914,683596
30/04/2021,Chhattisgarh,5570909,4853003,717906
1/5/2021,Chhattisgarh,5620382,4876021,744361
2/5/2021,Chhattisgarh,5646987,4887659,759328
3/5/2021,Chhattisgarh,5684458,4902668,781790
4/5/2021,Chhattisgarh,5715512,4914311,801201
5/5/2021,Chhattisgarh,5746229,4925570,820659
6/5/2021,Chhattisgarh,5786848,4939907,846941
7/5/2021,Chhattisgarh,5815669,4950080,865589
8/5/2021,Chhattisgarh,5842656,4958357,884299
9/5/2021,Chhattisgarh,5857150,4963503,893647
10/5/2021,Chhattisgarh,5906806,4978422,928384
11/5/2021,Chhattisgarh,5956903,4993821,963082
12/5/2021,Chhattisgarh,5996204,5010466,985738
13/05/2021,Chhattisgarh,6046459,5028824,1017635
14/05/2021,Chhattisgarh,6095570,5044873,1050697
15/05/2021,Chhattisgarh,6138265,5058803,1079462
16/05/2021,Chhattisgarh,6142785,5062151,1080634
17/05/2021,Chhattisgarh,6149696,5067225,1082471
18/05/2021,Chhattisgarh,6155825,5072140,1083685
19/05/2021,Chhattisgarh,6162226,5077038,1085188
20/05/2021,Chhattisgarh,6169020,5081726,1087294
21/05/2021,Chhattisgarh,6175778,5086685,1089093
22/05/2021,Chhattisgarh,6183624,5092839,1090785
23/05/2021,Chhattisgarh,6188816,5097092,1091724
24/05/2021,Chhattisgarh,6195690,5102121,1093569
25/05/2021,Chhattisgarh,6201165,5105905,1095260
26/05/2021,Chhattisgarh,6207632,5110865,1096767
27/05/2021,Chhattisgarh,6211851,5113867,1097984
28/05/2021,Chhattisgarh,6221398,5121403,1099995
29/05/2021,Chhattisgarh,6229290,5127168,1102122
30/05/2021,Chhattisgarh,6233466,5130182,1103284
31/05/2021,Chhattisgarh,6240528,5134658,1105870
1/6/2021,Chhattisgarh,6252505,5139437,1113068
2/6/2021,Chhattisgarh,6260124,5143077,1117047
3/6/2021,Chhattisgarh,6267748,5146027,1121721
4/6/2021,Chhattisgarh,6274404,5148601,1125803
5/6/2021,Chhattisgarh,6282084,5151405,1130679
6/6/2021,Chhattisgarh,6285625,5152970,1132655
7/6/2021,Chhattisgarh,6290982,5155182,1135800
8/6/2021,Chhattisgarh,6296915,5157533,1139382
9/6/2021,Chhattisgarh,6304358,5160281,1144077
10/6/2021,Chhattisgarh,6311317,5162838,1148479
11/6/2021,Chhattisgarh,6318147,5165344,1152803
12/6/2021,Chhattisgarh,6325547,5168451,1157096
13/06/2021,Chhattisgarh,6330309,5170438,1159871
14/06/2021,Chhattisgarh,6337979,5173815,1164164
15/06/2021,Chhattisgarh,6344469,5176603,1167866
16/06/2021,Chhattisgarh,6350848,5179502,1171346
17/06/2021,Chhattisgarh,6357584,5182271,1175313
18/06/2021,Chhattisgarh,6365119,5185507,1179612
19/06/2021,Chhattisgarh,6375229,5189635,1185594
20/06/2021,Chhattisgarh,6380490,5192061,1188429
21/06/2021,Chhattisgarh,6480379,5278123,1202256
22/06/2021,Chhattisgarh,6605593,5386159,1219434
23/06/2021,Chhattisgarh,6783572,5541241,1242331
24/06/2021,Chhattisgarh,7020698,5739810,1280888
25/06/2021,Chhattisgarh,7245933,5918014,1327919
26/06/2021,Chhattisgarh,7602182,6211885,1390297
27/06/2021,Chhattisgarh,7821930,6380368,1441562
28/06/2021,Chhattisgarh,8104281,6602957,1501324
29/06/2021,Chhattisgarh,8313712,6766414,1547298
30/06/2021,Chhattisgarh,8453345,6879610,1573735
1/7/2021,Chhattisgarh,8588153,6996558,1591595
2/7/2021,Chhattisgarh,8680874,7076496,1604378
3/7/2021,Chhattisgarh,8823500,7167424,1656076
4/7/2021,Chhattisgarh,8904745,7217817,1686928
5/7/2021,Chhattisgarh,9001750,7279827,1721923
6/7/2021,Chhattisgarh,9044519,7307678,1736841
7/7/2021,Chhattisgarh,,,
8/7/2021,Chhattisgarh,,,
9/7/2021,Chhattisgarh,,,
10/7/2021,Chhattisgarh,,,
11/7/2021,Chhattisgarh,,,
12/7/2021,Chhattisgarh,,,
13/07/2021,Chhattisgarh,,,
14/07/2021,Chhattisgarh,,,
15/07/2021,Chhattisgarh,,,
16/01/2021,Dadra and Nagar Haveli and Daman and Diu,23,23,0
17/01/2021,Dadra and Nagar Haveli and Daman and Diu,23,23,0
18/01/2021,Dadra and Nagar Haveli and Daman and Diu,15,15,0
19/01/2021,Dadra and Nagar Haveli and Daman and Diu,31,31,0
20/01/2021,Dadra and Nagar Haveli and Daman and Diu,31,31,0
21/01/2021,Dadra and Nagar Haveli and Daman and Diu,78,78,0
22/01/2021,Dadra and Nagar Haveli and Daman and Diu,113,113,0
23/01/2021,Dadra and Nagar Haveli and Daman and Diu,280,280,0
24/01/2021,Dadra and Nagar Haveli and Daman and Diu,312,312,0
25/01/2021,Dadra and Nagar Haveli and Daman and Diu,362,362,0
26/01/2021,Dadra and Nagar Haveli and Daman and Diu,362,362,0
27/01/2021,Dadra and Nagar Haveli and Daman and Diu,404,404,0
28/01/2021,Dadra and Nagar Haveli and Daman and Diu,559,559,0
29/01/2021,Dadra and Nagar Haveli and Daman and Diu,706,706,0
30/01/2021,Dadra and Nagar Haveli and Daman and Diu,852,852,0
31/01/2021,Dadra and Nagar Haveli and Daman and Diu,856,856,0
1/2/2021,Dadra and Nagar Haveli and Daman and Diu,1038,1038,0
2/2/2021,Dadra and Nagar Haveli and Daman and Diu,1181,1181,0
3/2/2021,Dadra and Nagar Haveli and Daman and Diu,1421,1421,0
4/2/2021,Dadra and Nagar Haveli and Daman and Diu,1681,1681,0
5/2/2021,Dadra and Nagar Haveli and Daman and Diu,1931,1931,0
6/2/2021,Dadra and Nagar Haveli and Daman and Diu,2255,2255,0
7/2/2021,Dadra and Nagar Haveli and Daman and Diu,2255,2255,0
8/2/2021,Dadra and Nagar Haveli and Daman and Diu,2329,2329,0
9/2/2021,Dadra and Nagar Haveli and Daman and Diu,2567,2567,0
10/2/2021,Dadra and Nagar Haveli and Daman and Diu,3309,3309,0
11/2/2021,Dadra and Nagar Haveli and Daman and Diu,3672,3672,0
12/2/2021,Dadra and Nagar Haveli and Daman and Diu,3931,3931,0
13/02/2021,Dadra and Nagar Haveli and Daman and Diu,4131,4060,71
14/02/2021,Dadra and Nagar Haveli and Daman and Diu,4131,4060,71
15/02/2021,Dadra and Nagar Haveli and Daman and Diu,4425,4347,78
16/02/2021,Dadra and Nagar Haveli and Daman and Diu,4754,4590,164
17/02/2021,Dadra and Nagar Haveli and Daman and Diu,5483,5295,188
18/02/2021,Dadra and Nagar Haveli and Daman and Diu,5776,5569,207
19/02/2021,Dadra and Nagar Haveli and Daman and Diu,6504,6174,330
20/02/2021,Dadra and Nagar Haveli and Daman and Diu,6841,6376,465
21/02/2021,Dadra and Nagar Haveli and Daman and Diu,6841,6376,465
22/02/2021,Dadra and Nagar Haveli and Daman and Diu,7003,6488,515
23/02/2021,Dadra and Nagar Haveli and Daman and Diu,7061,6539,522
24/02/2021,Dadra and Nagar Haveli and Daman and Diu,7135,6609,526
25/02/2021,Dadra and Nagar Haveli and Daman and Diu,7675,7077,598
26/02/2021,Dadra and Nagar Haveli and Daman and Diu,7978,7304,674
27/02/2021,Dadra and Nagar Haveli and Daman and Diu,7978,7304,674
28/02/2021,Dadra and Nagar Haveli and Daman and Diu,7978,7304,674
1/3/2021,Dadra and Nagar Haveli and Daman and Diu,7978,7304,674
2/3/2021,Dadra and Nagar Haveli and Daman and Diu,9433,8469,964
3/3/2021,Dadra and Nagar Haveli and Daman and Diu,7675,7077,598
4/3/2021,Dadra and Nagar Haveli and Daman and Diu,7978,7304,674
5/3/2021,Dadra and Nagar Haveli and Daman and Diu,7978,7304,674
6/3/2021,Dadra and Nagar Haveli and Daman and Diu,13130,11246,1884
7/3/2021,Dadra and Nagar Haveli and Daman and Diu,13138,11254,1884
8/3/2021,Dadra and Nagar Haveli and Daman and Diu,13858,11841,2017
9/3/2021,Dadra and Nagar Haveli and Daman and Diu,12668,10402,2266
10/3/2021,Dadra and Nagar Haveli and Daman and Diu,13669,11023,2646
11/3/2021,Dadra and Nagar Haveli and Daman and Diu,13669,11023,2646
12/3/2021,Dadra and Nagar Haveli and Daman and Diu,14781,11749,3032
13/03/2021,Dadra and Nagar Haveli and Daman and Diu,15595,12345,3250
14/03/2021,Dadra and Nagar Haveli and Daman and Diu,15595,12345,3250
15/03/2021,Dadra and Nagar Haveli and Daman and Diu,16581,13044,3537
16/03/2021,Dadra and Nagar Haveli and Daman and Diu,19497,15828,3669
17/03/2021,Dadra and Nagar Haveli and Daman and Diu,21037,17143,3894
18/03/2021,Dadra and Nagar Haveli and Daman and Diu,21695,17573,4122
19/03/2021,Dadra and Nagar Haveli and Daman and Diu,22889,18481,4408
20/03/2021,Dadra and Nagar Haveli and Daman and Diu,23782,19170,4612
21/03/2021,Dadra and Nagar Haveli and Daman and Diu,23840,19218,4622
22/03/2021,Dadra and Nagar Haveli and Daman and Diu,24700,19992,4708
23/03/2021,Dadra and Nagar Haveli and Daman and Diu,26241,21322,4919
24/03/2021,Dadra and Nagar Haveli and Daman and Diu,26823,21779,5044
25/03/2021,Dadra and Nagar Haveli and Daman and Diu,27819,22593,5226
26/03/2021,Dadra and Nagar Haveli and Daman and Diu,28419,23111,5308
27/03/2021,Dadra and Nagar Haveli and Daman and Diu,28447,23138,5309
28/03/2021,Dadra and Nagar Haveli and Daman and Diu,28457,23148,5309
29/03/2021,Dadra and Nagar Haveli and Daman and Diu,29349,23794,5555
30/03/2021,Dadra and Nagar Haveli and Daman and Diu,30198,24471,5727
31/03/2021,Dadra and Nagar Haveli and Daman and Diu,32990,27071,5919
1/4/2021,Dadra and Nagar Haveli and Daman and Diu,37137,30937,6200
2/4/2021,Dadra and Nagar Haveli and Daman and Diu,40942,34424,6518
3/4/2021,Dadra and Nagar Haveli and Daman and Diu,44217,37495,6722
4/4/2021,Dadra and Nagar Haveli and Daman and Diu,48053,40921,7132
5/4/2021,Dadra and Nagar Haveli and Daman and Diu,50515,43184,7331
6/4/2021,Dadra and Nagar Haveli and Daman and Diu,56029,48313,7716
7/4/2021,Dadra and Nagar Haveli and Daman and Diu,60292,52156,8136
8/4/2021,Dadra and Nagar Haveli and Daman and Diu,64160,55718,8442
9/4/2021,Dadra and Nagar Haveli and Daman and Diu,67908,59130,8778
10/4/2021,Dadra and Nagar Haveli and Daman and Diu,70523,61498,9025
11/4/2021,Dadra and Nagar Haveli and Daman and Diu,74110,64703,9407
12/4/2021,Dadra and Nagar Haveli and Daman and Diu,76064,66367,9697
13/04/2021,Dadra and Nagar Haveli and Daman and Diu,77860,67859,10001
14/04/2021,Dadra and Nagar Haveli and Daman and Diu,79439,69063,10376
15/04/2021,Dadra and Nagar Haveli and Daman and Diu,81476,70628,10848
16/04/2021,Dadra and Nagar Haveli and Daman and Diu,83143,71964,11179
17/04/2021,Dadra and Nagar Haveli and Daman and Diu,83679,72365,11314
18/04/2021,Dadra and Nagar Haveli and Daman and Diu,84945,73240,11705
19/04/2021,Dadra and Nagar Haveli and Daman and Diu,86395,74293,12102
20/04/2021,Dadra and Nagar Haveli and Daman and Diu,87079,74768,12311
21/04/2021,Dadra and Nagar Haveli and Daman and Diu,88091,75414,12677
22/04/2021,Dadra and Nagar Haveli and Daman and Diu,89186,76124,13062
23/04/2021,Dadra and Nagar Haveli and Daman and Diu,90101,76716,13385
24/04/2021,Dadra and Nagar Haveli and Daman and Diu,90450,76905,13545
25/04/2021,Dadra and Nagar Haveli and Daman and Diu,91408,77374,14034
26/04/2021,Dadra and Nagar Haveli and Daman and Diu,92300,77814,14486
27/04/2021,Dadra and Nagar Haveli and Daman and Diu,93189,78216,14973
28/04/2021,Dadra and Nagar Haveli and Daman and Diu,94148,78680,15468
29/04/2021,Dadra and Nagar Haveli and Daman and Diu,94676,78893,15783
30/04/2021,Dadra and Nagar Haveli and Daman and Diu,94676,78893,15783
1/5/2021,Dadra and Nagar Haveli and Daman and Diu,96320,79753,16567
2/5/2021,Dadra and Nagar Haveli and Daman and Diu,96619,79890,16729
3/5/2021,Dadra and Nagar Haveli and Daman and Diu,97465,80227,17238
4/5/2021,Dadra and Nagar Haveli and Daman and Diu,98306,80554,17752
5/5/2021,Dadra and Nagar Haveli and Daman and Diu,99304,80984,18320
6/5/2021,Dadra and Nagar Haveli and Daman and Diu,100560,81425,19135
7/5/2021,Dadra and Nagar Haveli and Daman and Diu,102229,82133,20096
8/5/2021,Dadra and Nagar Haveli and Daman and Diu,103338,82566,20772
9/5/2021,Dadra and Nagar Haveli and Daman and Diu,103786,82726,21060
10/5/2021,Dadra and Nagar Haveli and Daman and Diu,104954,83125,21829
11/5/2021,Dadra and Nagar Haveli and Daman and Diu,105912,83422,22490
12/5/2021,Dadra and Nagar Haveli and Daman and Diu,106625,83791,22834
13/05/2021,Dadra and Nagar Haveli and Daman and Diu,109633,85968,23665
14/05/2021,Dadra and Nagar Haveli and Daman and Diu,113326,88556,24770
15/05/2021,Dadra and Nagar Haveli and Daman and Diu,117518,91647,25871
16/05/2021,Dadra and Nagar Haveli and Daman and Diu,120646,94759,25887
17/05/2021,Dadra and Nagar Haveli and Daman and Diu,123420,97527,25893
18/05/2021,Dadra and Nagar Haveli and Daman and Diu,123865,97967,25898
19/05/2021,Dadra and Nagar Haveli and Daman and Diu,126803,100902,25901
20/05/2021,Dadra and Nagar Haveli and Daman and Diu,133618,107711,25907
21/05/2021,Dadra and Nagar Haveli and Daman and Diu,140028,114121,25907
22/05/2021,Dadra and Nagar Haveli and Daman and Diu,146279,120370,25909
23/05/2021,Dadra and Nagar Haveli and Daman and Diu,150932,125022,25910
24/05/2021,Dadra and Nagar Haveli and Daman and Diu,156860,130945,25915
25/05/2021,Dadra and Nagar Haveli and Daman and Diu,162836,136916,25920
26/05/2021,Dadra and Nagar Haveli and Daman and Diu,168731,142805,25926
27/05/2021,Dadra and Nagar Haveli and Daman and Diu,174518,148574,25944
28/05/2021,Dadra and Nagar Haveli and Daman and Diu,180694,154743,25951
29/05/2021,Dadra and Nagar Haveli and Daman and Diu,186645,160687,25958
30/05/2021,Dadra and Nagar Haveli and Daman and Diu,189815,163856,25959
31/05/2021,Dadra and Nagar Haveli and Daman and Diu,196079,170105,25974
1/6/2021,Dadra and Nagar Haveli and Daman and Diu,202000,176010,25990
2/6/2021,Dadra and Nagar Haveli and Daman and Diu,207670,181665,26005
3/6/2021,Dadra and Nagar Haveli and Daman and Diu,211798,185784,26014
4/6/2021,Dadra and Nagar Haveli and Daman and Diu,215802,189765,26037
5/6/2021,Dadra and Nagar Haveli and Daman and Diu,223040,196978,26062
6/6/2021,Dadra and Nagar Haveli and Daman and Diu,223524,197457,26067
7/6/2021,Dadra and Nagar Haveli and Daman and Diu,229256,203171,26085
8/6/2021,Dadra and Nagar Haveli and Daman and Diu,235270,209124,26146
9/6/2021,Dadra and Nagar Haveli and Daman and Diu,240179,214014,26165
10/6/2021,Dadra and Nagar Haveli and Daman and Diu,245100,218904,26196
11/6/2021,Dadra and Nagar Haveli and Daman and Diu,254764,228473,26291
12/6/2021,Dadra and Nagar Haveli and Daman and Diu,266651,240306,26345
13/06/2021,Dadra and Nagar Haveli and Daman and Diu,266969,240620,26349
14/06/2021,Dadra and Nagar Haveli and Daman and Diu,272199,245784,26415
15/06/2021,Dadra and Nagar Haveli and Daman and Diu,278954,252456,26498
16/06/2021,Dadra and Nagar Haveli and Daman and Diu,284862,258254,26608
17/06/2021,Dadra and Nagar Haveli and Daman and Diu,290875,264197,26678
18/06/2021,Dadra and Nagar Haveli and Daman and Diu,297644,270889,26755
19/06/2021,Dadra and Nagar Haveli and Daman and Diu,308375,281451,26924
20/06/2021,Dadra and Nagar Haveli and Daman and Diu,0,,
21/06/2021,Dadra and Nagar Haveli and Daman and Diu,317267,290224,27043
22/06/2021,Dadra and Nagar Haveli and Daman and Diu,325006,297701,27305
23/06/2021,Dadra and Nagar Haveli and Daman and Diu,332131,304552,27579
24/06/2021,Dadra and Nagar Haveli and Daman and Diu,341048,312751,28297
25/06/2021,Dadra and Nagar Haveli and Daman and Diu,358072,328407,29665
26/06/2021,Dadra and Nagar Haveli and Daman and Diu,373369,341459,31910
27/06/2021,Dadra and Nagar Haveli and Daman and Diu,379687,346721,32966
28/06/2021,Dadra and Nagar Haveli and Daman and Diu,395486,359960,35526
29/06/2021,Dadra and Nagar Haveli and Daman and Diu,410791,372906,37885
30/06/2021,Dadra and Nagar Haveli and Daman and Diu,427328,387093,40235
1/7/2021,Dadra and Nagar Haveli and Daman and Diu,440380,397956,42424
2/7/2021,Dadra and Nagar Haveli and Daman and Diu,452556,407860,44696
3/7/2021,Dadra and Nagar Haveli and Daman and Diu,466349,418716,47633
4/7/2021,Dadra and Nagar Haveli and Daman and Diu,470444,422031,48413
5/7/2021,Dadra and Nagar Haveli and Daman and Diu,480984,430117,50867
6/7/2021,Dadra and Nagar Haveli and Daman and Diu,490259,437350,52909
7/7/2021,Dadra and Nagar Haveli and Daman and Diu,,,
8/7/2021,Dadra and Nagar Haveli and Daman and Diu,,,
9/7/2021,Dadra and Nagar Haveli and Daman and Diu,,,
10/7/2021,Dadra and Nagar Haveli and Daman and Diu,,,
11/7/2021,Dadra and Nagar Haveli and Daman and Diu,,,
12/7/2021,Dadra and Nagar Haveli and Daman and Diu,,,
