Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered
9/4/2021,Madhya Pradesh,5361979,4770269,591710
10/4/2021,Madhya Pradesh,5464925,4866494,598431
11/4/2021,Madhya Pradesh,5837149,5222120,615029
12/4/2021,Madhya Pradesh,6244525,5603174,641351
13/04/2021,Madhya Pradesh,6558169,5899933,658236
14/04/2021,Madhya Pradesh,6886916,6202259,684657
15/04/2021,Madhya Pradesh,7057160,6348519,708641
16/04/2021,Madhya Pradesh,7115632,6392872,722760
17/04/2021,Madhya Pradesh,7304172,6546917,757255
18/04/2021,Madhya Pradesh,7329797,6566352,763445
19/04/2021,Madhya Pradesh,7506383,6700964,805419
20/04/2021,Madhya Pradesh,7542919,6725608,817311
21/04/2021,Madhya Pradesh,7566279,6737838,828441
22/04/2021,Madhya Pradesh,7736804,6850130,886674
23/04/2021,Madhya Pradesh,7774354,6871962,902392
24/04/2021,Madhya Pradesh,7895385,6942784,952601
25/04/2021,Madhya Pradesh,7908711,6949787,958924
26/04/2021,Madhya Pradesh,7991537,6988355,1003182
27/04/2021,Madhya Pradesh,8010474,6996487,1013987
28/04/2021,Madhya Pradesh,8071696,7020074,1051622
29/04/2021,Madhya Pradesh,8077002,7022419,1054583
30/04/2021,Madhya Pradesh,8079538,7023042,1056496
1/5/2021,Madhya Pradesh,8147203,7043286,1103917
2/5/2021,Madhya Pradesh,8154964,7046019,1108945
3/5/2021,Madhya Pradesh,8228404,7065585,1162819
4/5/2021,Madhya Pradesh,8249533,7071530,1178003
5/5/2021,Madhya Pradesh,8380264,7110730,1269534
6/5/2021,Madhya Pradesh,8490151,7146019,1344132
7/5/2021,Madhya Pradesh,8508272,7151755,1356517
8/5/2021,Madhya Pradesh,8634077,7201637,1432440
9/5/2021,Madhya Pradesh,8636212,7202462,1433750
10/5/2021,Madhya Pradesh,8765843,7251862,1513981
11/5/2021,Madhya Pradesh,8785173,7256989,1528184
12/5/2021,Madhya Pradesh,8923121,7335386,1587735
13/05/2021,Madhya Pradesh,9034702,7402933,1631769
14/05/2021,Madhya Pradesh,9037120,7403682,1633438
15/05/2021,Madhya Pradesh,9163547,7472841,1690706
16/05/2021,Madhya Pradesh,9164574,7473284,1691290
17/05/2021,Madhya Pradesh,9258467,7547349,1711118
18/05/2021,Madhya Pradesh,9264811,7551243,1713568
19/05/2021,Madhya Pradesh,9405542,7678925,1726617
20/05/2021,Madhya Pradesh,9534535,7798981,1735554
21/05/2021,Madhya Pradesh,9633945,7890673,1743272
22/05/2021,Madhya Pradesh,9780866,8027748,1753118
23/05/2021,Madhya Pradesh,9951903,8197098,1754805
24/05/2021,Madhya Pradesh,10169757,8407255,1762502
25/05/2021,Madhya Pradesh,10176369,8412889,1763480
26/05/2021,Madhya Pradesh,10178601,8415023,1763578
27/05/2021,Madhya Pradesh,10408718,8636592,1772126
28/05/2021,Madhya Pradesh,10632295,8854635,1777660
29/05/2021,Madhya Pradesh,10882668,9098436,1784232
30/05/2021,Madhya Pradesh,10899947,9115504,1784443
31/05/2021,Madhya Pradesh,11170319,9378050,1792269
1/6/2021,Madhya Pradesh,11188263,9394692,1793571
2/6/2021,Madhya Pradesh,11481427,9680087,1801340
3/6/2021,Madhya Pradesh,11853494,10041226,1812268
4/6/2021,Madhya Pradesh,12217489,10399189,1818300
5/6/2021,Madhya Pradesh,12629509,10796888,1832621
6/6/2021,Madhya Pradesh,12759138,10923948,1835190
7/6/2021,Madhya Pradesh,13151267,11299196,1852071
8/6/2021,Madhya Pradesh,13217372,11361743,1855629
9/6/2021,Madhya Pradesh,13584232,11708227,1876005
10/6/2021,Madhya Pradesh,13769115,11877371,1891744
11/6/2021,Madhya Pradesh,13796834,11899138,1897696
12/6/2021,Madhya Pradesh,13897841,11956103,1941738
13/06/2021,Madhya Pradesh,13943751,11992799,1950952
14/06/2021,Madhya Pradesh,14443636,12452440,1991196
15/06/2021,Madhya Pradesh,14495499,12497943,1997556
16/06/2021,Madhya Pradesh,14840484,12815277,2025207
17/06/2021,Madhya Pradesh,14975268,12934175,2041093
18/06/2021,Madhya Pradesh,14994833,12950585,2044248
19/06/2021,Madhya Pradesh,15018743,12964134,2054609
20/06/2021,Madhya Pradesh,15019817,12965037,2054780
21/06/2021,Madhya Pradesh,16733198,14594389,2138809
22/06/2021,Madhya Pradesh,16803173,14660585,2142588
23/06/2021,Madhya Pradesh,17978981,15775623,2203358
24/06/2021,Madhya Pradesh,18769872,16512594,2257278
25/06/2021,Madhya Pradesh,18801044,16543406,2257638
26/06/2021,Madhya Pradesh,19801236,17444479,2356757
27/06/2021,Madhya Pradesh,19826706,17466782,2359924
28/06/2021,Madhya Pradesh,20289692,17897347,2392345
29/06/2021,Madhya Pradesh,20303352,17909367,2393985
30/06/2021,Madhya Pradesh,20314158,17917782,2396376
1/7/2021,Madhya Pradesh,21302275,18757527,2544748
2/7/2021,Madhya Pradesh,21326909,18778322,2548587
3/7/2021,Madhya Pradesh,21594951,18782476,2812475
4/7/2021,Madhya Pradesh,21602436,18783420,2819016
5/7/2021,Madhya Pradesh,22016213,18788825,3227388
6/7/2021,Madhya Pradesh,22028495,18792034,3236461
7/7/2021,Madhya Pradesh,,,
8/7/2021,Madhya Pradesh,,,
9/7/2021,Madhya Pradesh,,,
10/7/2021,Madhya Pradesh,,,
11/7/2021,Madhya Pradesh,,,
12/7/2021,Madhya Pradesh,,,
13/07/2021,Madhya Pradesh,,,
14/07/2021,Madhya Pradesh,,,
15/07/2021,Madhya Pradesh,,,
16/01/2021,Maharashtra,5726,5726,0
17/01/2021,Maharashtra,6521,6521,0
18/01/2021,Maharashtra,6151,6151,0
19/01/2021,Maharashtra,13699,13699,0
20/01/2021,Maharashtra,23880,23880,0
21/01/2021,Maharashtra,24148,24148,0
22/01/2021,Maharashtra,44369,44369,0
23/01/2021,Maharashtra,69295,69295,0
24/01/2021,Maharashtra,70196,70196,0
25/01/2021,Maharashtra,107073,107073,0
26/01/2021,Maharashtra,107338,107338,0
27/01/2021,Maharashtra,150102,150102,0
28/01/2021,Maharashtra,189743,189743,0
29/01/2021,Maharashtra,225132,225132,0
30/01/2021,Maharashtra,233693,233693,0
31/01/2021,Maharashtra,234150,234150,0
1/2/2021,Maharashtra,275348,275348,0
2/2/2021,Maharashtra,284107,284107,0
3/2/2021,Maharashtra,318918,318918,0
4/2/2021,Maharashtra,352676,352676,0
5/2/2021,Maharashtra,397889,397889,0
6/2/2021,Maharashtra,436229,436229,0
7/2/2021,Maharashtra,436400,436400,0
8/2/2021,Maharashtra,475193,475193,0
9/2/2021,Maharashtra,503757,503757,0
10/2/2021,Maharashtra,544726,544726,0
11/2/2021,Maharashtra,579241,579241,0
12/2/2021,Maharashtra,620539,620539,0
13/02/2021,Maharashtra,652971,652801,170
14/02/2021,Maharashtra,653305,653135,170
15/02/2021,Maharashtra,687137,682610,4527
16/02/2021,Maharashtra,719944,711043,8901
17/02/2021,Maharashtra,768695,752088,16607
18/02/2021,Maharashtra,810906,787086,23820
19/02/2021,Maharashtra,853374,825846,27528
20/02/2021,Maharashtra,913658,868244,45414
21/02/2021,Maharashtra,917962,871567,46395
22/02/2021,Maharashtra,975061,907200,67861
23/02/2021,Maharashtra,1017414,938078,79336
24/02/2021,Maharashtra,1073789,969314,104475
25/02/2021,Maharashtra,1128081,997308,130773
26/02/2021,Maharashtra,1187018,1028360,158658
27/02/2021,Maharashtra,1187023,1028365,158658
28/02/2021,Maharashtra,1187178,1028520,158658
1/3/2021,Maharashtra,1187178,1028520,158658
2/3/2021,Maharashtra,1251419,1071612,179807
3/3/2021,Maharashtra,1317336,1119835,197501
4/3/2021,Maharashtra,1387989,1174258,213731
5/3/2021,Maharashtra,1479034,1244617,234417
6/3/2021,Maharashtra,1584841,1325264,259577
7/3/2021,Maharashtra,1591448,1331000,260448
8/3/2021,Maharashtra,1739823,1454112,285711
9/3/2021,Maharashtra,1572965,1267076,305889
10/3/2021,Maharashtra,1749221,1410564,338657
11/3/2021,Maharashtra,1804254,1455521,348733
12/3/2021,Maharashtra,1996304,1612991,383313
13/03/2021,Maharashtra,2125486,1713932,411554
14/03/2021,Maharashtra,2132670,1720591,412079
15/03/2021,Maharashtra,2342873,1898597,444276
16/03/2021,Maharashtra,2785457,2316957,468500
17/03/2021,Maharashtra,3729963,3229723,500240
18/03/2021,Maharashtra,3933965,3408977,524988
19/03/2021,Maharashtra,4178758,3622709,556049
20/03/2021,Maharashtra,4404844,3815920,588924
21/03/2021,Maharashtra,4440954,3847301,593653
22/03/2021,Maharashtra,4682864,4060919,621945
23/03/2021,Maharashtra,4911726,4262362,649364
24/03/2021,Maharashtra,5164217,4494807,669410
25/03/2021,Maharashtra,5386656,4701964,684692
26/03/2021,Maharashtra,5648523,4944116,704407
27/03/2021,Maharashtra,5881573,5163746,717827
28/03/2021,Maharashtra,5902265,5183711,718554
29/03/2021,Maharashtra,5956802,5235606,721196
30/03/2021,Maharashtra,6156334,5421876,734458
31/03/2021,Maharashtra,6370261,5618555,751706
1/4/2021,Maharashtra,6596079,5833743,762336
2/4/2021,Maharashtra,6960404,6182629,777775
3/4/2021,Maharashtra,7288572,6496037,792535
4/4/2021,Maharashtra,7647126,6841397,805729
5/4/2021,Maharashtra,7989165,7167016,822149
6/4/2021,Maharashtra,8257040,7421245,835795
7/4/2021,Maharashtra,8856664,7988151,868513
8/4/2021,Maharashtra,9337790,8434286,903504
9/4/2021,Maharashtra,9632399,8702273,930126
10/4/2021,Maharashtra,9923253,8969876,953377
11/4/2021,Maharashtra,10191896,9220161,971735
12/4/2021,Maharashtra,10528419,9519815,1008604
13/04/2021,Maharashtra,10753451,9717561,1035890
14/04/2021,Maharashtra,11124975,10038913,1086062
15/04/2021,Maharashtra,11511023,10356338,1154685
16/04/2021,Maharashtra,11885830,10658902,1226928
17/04/2021,Maharashtra,12138971,10849828,1289143
18/04/2021,Maharashtra,12273763,10959390,1314373
19/04/2021,Maharashtra,12649330,11240031,1409299
20/04/2021,Maharashtra,12944719,11447258,1497461
21/04/2021,Maharashtra,13279389,11691829,1587560
22/04/2021,Maharashtra,13673833,11966150,1707683
23/04/2021,Maharashtra,13999938,12184886,1815052
24/04/2021,Maharashtra,14229977,12326873,1903104
25/04/2021,Maharashtra,14342185,12404273,1937912
26/04/2021,Maharashtra,14905825,12768316,2137509
27/04/2021,Maharashtra,15321730,13030894,2290836
28/04/2021,Maharashtra,15577636,13184469,2393167
29/04/2021,Maharashtra,15870448,13360080,2510368
30/04/2021,Maharashtra,16183847,13561437,2622410
1/5/2021,Maharashtra,16292753,13637082,2655671
2/5/2021,Maharashtra,16342814,13677591,2665223
3/5/2021,Maharashtra,16425887,13739753,2686134
4/5/2021,Maharashtra,16528345,13799328,2729017
5/5/2021,Maharashtra,16802255,13935541,2866714
6/5/2021,Maharashtra,17296109,14214775,3081334
7/5/2021,Maharashtra,17693374,14458039,3235335
8/5/2021,Maharashtra,17947420,14628881,3318539
9/5/2021,Maharashtra,18063345,14712246,3351099
10/5/2021,Maharashtra,18380699,14888694,3492005
11/5/2021,Maharashtra,18793256,15144171,3649085
12/5/2021,Maharashtra,19139375,15322754,3816621
13/05/2021,Maharashtra,19530640,15499282,4031358
14/05/2021,Maharashtra,19703138,15571915,4131223
15/05/2021,Maharashtra,19912961,15706411,4206550
16/05/2021,Maharashtra,19985484,15756833,4228651
17/05/2021,Maharashtra,20090425,15833287,4257138
18/05/2021,Maharashtra,20201111,15923242,4277869
19/05/2021,Maharashtra,20305921,16000236,4305685
20/05/2021,Maharashtra,20469090,16125493,4343597
21/05/2021,Maharashtra,20594537,16228164,4366373
22/05/2021,Maharashtra,20721982,16334126,4387856
23/05/2021,Maharashtra,20764364,16372676,4391688
24/05/2021,Maharashtra,21017944,16609722,4408222
25/05/2021,Maharashtra,21218705,16796171,4422534
26/05/2021,Maharashtra,21357076,16923391,4433685
27/05/2021,Maharashtra,21646104,17185317,4460787
28/05/2021,Maharashtra,21922389,17435219,4487170
29/05/2021,Maharashtra,22230988,17709573,4521415
30/05/2021,Maharashtra,22319656,17787436,4532220
31/05/2021,Maharashtra,22586620,18016877,4569743
1/6/2021,Maharashtra,22850264,18233839,4616425
2/6/2021,Maharashtra,23077246,18425383,4651863
3/6/2021,Maharashtra,23302845,18623132,4679713
4/6/2021,Maharashtra,23687499,18959397,4728102
5/6/2021,Maharashtra,24049547,19278027,4771520
6/6/2021,Maharashtra,24145432,19360252,4785180
7/6/2021,Maharashtra,24450364,19597498,4852866
8/6/2021,Maharashtra,24728789,19794750,4934039
9/6/2021,Maharashtra,25042464,20032402,5010062
10/6/2021,Maharashtra,25300779,20232933,5067846
11/6/2021,Maharashtra,25560781,20443246,5117535
12/6/2021,Maharashtra,25866677,20693716,5172961
13/06/2021,Maharashtra,25958370,20775032,5183338
14/06/2021,Maharashtra,26263095,21027493,5235602
15/06/2021,Maharashtra,26524389,21239855,5284534
16/06/2021,Maharashtra,26774547,21442311,5332236
17/06/2021,Maharashtra,26985938,21609227,5376711
18/06/2021,Maharashtra,27220156,21802528,5417628
19/06/2021,Maharashtra,27616708,22134489,5482219
20/06/2021,Maharashtra,27733974,22244712,5489262
21/06/2021,Maharashtra,28128768,22587693,5541075
22/06/2021,Maharashtra,28706375,23089545,5616830
23/06/2021,Maharashtra,29345261,23663198,5682063
24/06/2021,Maharashtra,29788061,24046509,5741552
25/06/2021,Maharashtra,30283190,24455767,5827423
26/06/2021,Maharashtra,31032178,25046626,5985552
27/06/2021,Maharashtra,31158987,25144877,6014110
28/06/2021,Maharashtra,31781730,25598367,6183363
29/06/2021,Maharashtra,32178658,25883793,6294865
30/06/2021,Maharashtra,32439568,26067743,6371825
1/7/2021,Maharashtra,32720630,26252541,6468089
2/7/2021,Maharashtra,33109808,26512487,6597321
3/7/2021,Maharashtra,33928829,27072332,6856497
4/7/2021,Maharashtra,34076028,27181244,6894784
5/7/2021,Maharashtra,34404490,27418175,6986315
6/7/2021,Maharashtra,34802542,27659911,7142631
7/7/2021,Maharashtra,,,
8/7/2021,Maharashtra,,,
9/7/2021,Maharashtra,,,
10/7/2021,Maharashtra,,,
11/7/2021,Maharashtra,,,
12/7/2021,Maharashtra,,,
13/07/2021,Maharashtra,,,
14/07/2021,Maharashtra,,,
15/07/2021,Maharashtra,,,
16/01/2021,Manipur,181,181,0
17/01/2021,Manipur,192,192,0
18/01/2021,Manipur,169,169,0
19/01/2021,Manipur,267,267,0
20/01/2021,Manipur,426,426,0
21/01/2021,Manipur,426,426,0
22/01/2021,Manipur,693,693,0
23/01/2021,Manipur,1097,1097,0
24/01/2021,Manipur,1109,1109,0
25/01/2021,Manipur,1319,1319,0
26/01/2021,Manipur,1328,1328,0
27/01/2021,Manipur,1873,1873,0
28/01/2021,Manipur,1909,1909,0
29/01/2021,Manipur,2394,2394,0
30/01/2021,Manipur,2933,2933,0
31/01/2021,Manipur,2947,2947,0
1/2/2021,Manipur,3321,3321,0
2/2/2021,Manipur,3614,3614,0
3/2/2021,Manipur,4683,4683,0
4/2/2021,Manipur,4882,4882,0
5/2/2021,Manipur,5638,5638,0
6/2/2021,Manipur,6981,6981,0
7/2/2021,Manipur,7085,7085,0
8/2/2021,Manipur,8785,8785,0
9/2/2021,Manipur,9895,9895,0
10/2/2021,Manipur,12509,12509,0
11/2/2021,Manipur,14562,14562,0
12/2/2021,Manipur,17996,17996,0
13/02/2021,Manipur,20866,20811,55
14/02/2021,Manipur,21453,21284,169
15/02/2021,Manipur,24428,24144,284
16/02/2021,Manipur,27506,27091,415
17/02/2021,Manipur,31661,30988,673
18/02/2021,Manipur,34103,33302,801
19/02/2021,Manipur,37210,36102,1108
20/02/2021,Manipur,38877,37523,1354
21/02/2021,Manipur,39179,37813,1366
22/02/2021,Manipur,40640,39019,1621
23/02/2021,Manipur,42108,40431,1677
24/02/2021,Manipur,44538,42609,1929
25/02/2021,Manipur,47096,45109,1987
26/02/2021,Manipur,50565,48312,2253
27/02/2021,Manipur,50565,48312,2253
28/02/2021,Manipur,50565,48312,2253
1/3/2021,Manipur,50565,48312,2253
2/3/2021,Manipur,53731,51010,2721
3/3/2021,Manipur,57367,54240,3127
4/3/2021,Manipur,59952,56584,3368
5/3/2021,Manipur,62866,59034,3832
6/3/2021,Manipur,66418,61879,4539
7/3/2021,Manipur,66485,61932,4553
8/3/2021,Manipur,69656,63908,5748
9/3/2021,Manipur,66537,60426,6111
10/3/2021,Manipur,68967,61597,7370
11/3/2021,Manipur,70643,62455,8188
12/3/2021,Manipur,73372,63713,9659
13/03/2021,Manipur,74264,64162,10102
14/03/2021,Manipur,74287,64185,10102
15/03/2021,Manipur,77264,65326,11938
16/03/2021,Manipur,84604,71446,13158
17/03/2021,Manipur,87642,72675,14967
18/03/2021,Manipur,89359,73312,16047
19/03/2021,Manipur,91987,74154,17833
20/03/2021,Manipur,94867,75140,19727
21/03/2021,Manipur,95182,75302,19880
22/03/2021,Manipur,97948,76185,21763
23/03/2021,Manipur,100723,77298,23425
24/03/2021,Manipur,103524,78329,25195
25/03/2021,Manipur,105588,78954,26634
26/03/2021,Manipur,108414,79939,28475
27/03/2021,Manipur,110588,80812,29776
28/03/2021,Manipur,110709,80836,29873
29/03/2021,Manipur,110710,80834,29876
30/03/2021,Manipur,111499,81234,30265
31/03/2021,Manipur,112388,81536,30852
1/4/2021,Manipur,113879,82143,31736
2/4/2021,Manipur,114328,82302,32026
3/4/2021,Manipur,116963,83195,33768
4/4/2021,Manipur,117983,83536,34447
5/4/2021,Manipur,120166,84193,35973
6/4/2021,Manipur,121511,84616,36895
7/4/2021,Manipur,125009,85872,39137
8/4/2021,Manipur,128096,86907,41189
9/4/2021,Manipur,130943,88290,42653
10/4/2021,Manipur,132200,88814,43386
11/4/2021,Manipur,134396,90439,43957
12/4/2021,Manipur,137680,92519,45161
13/04/2021,Manipur,139965,94163,45802
14/04/2021,Manipur,142872,96373,46499
15/04/2021,Manipur,145449,97755,47694
16/04/2021,Manipur,148586,99881,48705
17/04/2021,Manipur,152126,102116,50010
18/04/2021,Manipur,153104,102983,50121
19/04/2021,Manipur,157712,106513,51199
20/04/2021,Manipur,162104,109878,52226
21/04/2021,Manipur,167519,114345,53174
22/04/2021,Manipur,171740,117450,54290
23/04/2021,Manipur,174249,119440,54809
24/04/2021,Manipur,180200,124435,55765
25/04/2021,Manipur,182546,126565,55981
26/04/2021,Manipur,192152,134935,57217
27/04/2021,Manipur,200674,142612,58062
28/04/2021,Manipur,214148,155151,58997
29/04/2021,Manipur,228164,168095,60069
30/04/2021,Manipur,250108,188954,61154
1/5/2021,Manipur,263966,202264,61702
2/5/2021,Manipur,266791,205037,61754
3/5/2021,Manipur,281500,218548,62952
4/5/2021,Manipur,292122,228369,63753
5/5/2021,Manipur,304470,239758,64712
6/5/2021,Manipur,314431,248868,65563
7/5/2021,Manipur,322790,256439,66351
8/5/2021,Manipur,330507,263612,66895
9/5/2021,Manipur,330717,263801,66916
10/5/2021,Manipur,341766,273723,68043
11/5/2021,Manipur,350180,281137,69043
12/5/2021,Manipur,358501,289255,69246
13/05/2021,Manipur,364547,295024,69523
14/05/2021,Manipur,370000,300409,69591
15/05/2021,Manipur,376997,307272,69725
16/05/2021,Manipur,377312,307585,69727
17/05/2021,Manipur,386041,316243,69798
18/05/2021,Manipur,390976,321100,69876
19/05/2021,Manipur,399475,329532,69943
20/05/2021,Manipur,403292,333308,69984
21/05/2021,Manipur,409970,339942,70028
22/05/2021,Manipur,413778,343712,70066
23/05/2021,Manipur,413789,343723,70066
24/05/2021,Manipur,420969,350862,70107
25/05/2021,Manipur,424213,354051,70162
26/05/2021,Manipur,435973,365796,70177
27/05/2021,Manipur,439064,368847,70217
28/05/2021,Manipur,444143,373870,70273
29/05/2021,Manipur,451025,380689,70336
30/05/2021,Manipur,451219,380882,70337
31/05/2021,Manipur,457938,387493,70445
1/6/2021,Manipur,462332,391812,70520
2/6/2021,Manipur,469900,399272,70628
3/6/2021,Manipur,472549,401838,70711
4/6/2021,Manipur,483199,412409,70790
5/6/2021,Manipur,492404,421488,70916
6/6/2021,Manipur,492511,421595,70916
7/6/2021,Manipur,504594,433599,70995
8/6/2021,Manipur,511639,440535,71104
9/6/2021,Manipur,522579,451370,71209
10/6/2021,Manipur,527496,456202,71294
11/6/2021,Manipur,535179,463768,71411
12/6/2021,Manipur,537537,466105,71432
13/06/2021,Manipur,538075,466634,71441
14/06/2021,Manipur,543694,472128,71566
15/06/2021,Manipur,548282,476657,71625
16/06/2021,Manipur,554243,482536,71707
17/06/2021,Manipur,556448,484633,71815
18/06/2021,Manipur,561047,489047,72000
19/06/2021,Manipur,565195,493052,72143
20/06/2021,Manipur,565710,493565,72145
21/06/2021,Manipur,572397,500102,72295
22/06/2021,Manipur,576461,504048,72413
23/06/2021,Manipur,582812,510253,72559
24/06/2021,Manipur,588117,515401,72716
25/06/2021,Manipur,596468,523660,72808
26/06/2021,Manipur,603780,530732,73048
27/06/2021,Manipur,606673,533606,73067
28/06/2021,Manipur,621399,548026,73373
29/06/2021,Manipur,637207,563425,73782
30/06/2021,Manipur,655247,581109,74138
1/7/2021,Manipur,672166,597706,74460
2/7/2021,Manipur,695544,620451,75093
3/7/2021,Manipur,719567,643877,75690
4/7/2021,Manipur,729209,653287,75922
5/7/2021,Manipur,759423,681970,77453
6/7/2021,Manipur,785691,706878,78813
7/7/2021,Manipur,,,
8/7/2021,Manipur,,,
9/7/2021,Manipur,,,
10/7/2021,Manipur,,,
11/7/2021,Manipur,,,
12/7/2021,Manipur,,,
13/07/2021,Manipur,,,
14/07/2021,Manipur,,,
15/07/2021,Manipur,,,
16/01/2021,Meghalaya,102,102,0
17/01/2021,Meghalaya,102,102,0
18/01/2021,Meghalaya,58,58,0
19/01/2021,Meghalaya,170,170,0
20/01/2021,Meghalaya,189,189,0
21/01/2021,Meghalaya,380,380,0
22/01/2021,Meghalaya,525,525,0
23/01/2021,Meghalaya,709,709,0
24/01/2021,Meghalaya,713,713,0
25/01/2021,Meghalaya,1249,1249,0
26/01/2021,Meghalaya,1256,1256,0
27/01/2021,Meghalaya,1964,1964,0
28/01/2021,Meghalaya,2609,2609,0
29/01/2021,Meghalaya,2925,2925,0
30/01/2021,Meghalaya,3070,3070,0
31/01/2021,Meghalaya,3076,3076,0
1/2/2021,Meghalaya,3317,3317,0
2/2/2021,Meghalaya,3451,3451,0
3/2/2021,Meghalaya,3565,3565,0
4/2/2021,Meghalaya,4216,4216,0
5/2/2021,Meghalaya,4933,4933,0
6/2/2021,Meghalaya,5585,5585,0
7/2/2021,Meghalaya,5585,5585,0
8/2/2021,Meghalaya,6394,6394,0
9/2/2021,Meghalaya,7806,7806,0
10/2/2021,Meghalaya,8557,8557,0
11/2/2021,Meghalaya,10420,10420,0
12/2/2021,Meghalaya,11614,11614,0
13/02/2021,Meghalaya,12996,12905,91
14/02/2021,Meghalaya,12997,12906,91
15/02/2021,Meghalaya,15270,15019,251
16/02/2021,Meghalaya,17969,17479,490
17/02/2021,Meghalaya,21964,21153,811
18/02/2021,Meghalaya,25231,23995,1236
19/02/2021,Meghalaya,29028,27429,1599
20/02/2021,Meghalaya,31111,29428,1683
21/02/2021,Meghalaya,31142,29459,1683
22/02/2021,Meghalaya,34056,31976,2080
23/02/2021,Meghalaya,37186,34889,2297
24/02/2021,Meghalaya,39128,36656,2472
25/02/2021,Meghalaya,41799,38638,3161
26/02/2021,Meghalaya,43820,40214,3606
27/02/2021,Meghalaya,43820,40214,3606
28/02/2021,Meghalaya,43820,40214,3606
1/3/2021,Meghalaya,43820,40214,3606
2/3/2021,Meghalaya,46335,42313,4022
3/3/2021,Meghalaya,48103,43856,4247
4/3/2021,Meghalaya,49906,45315,4591
5/3/2021,Meghalaya,51694,46494,5200
6/3/2021,Meghalaya,52850,47342,5508
7/3/2021,Meghalaya,52918,47343,5575
8/3/2021,Meghalaya,55701,49452,6249
9/3/2021,Meghalaya,52598,45459,7139
10/3/2021,Meghalaya,55012,47038,7974
11/3/2021,Meghalaya,58246,49110,9136
12/3/2021,Meghalaya,60371,50237,10134
13/03/2021,Meghalaya,61887,50933,10954
14/03/2021,Meghalaya,61893,50935,10958
15/03/2021,Meghalaya,64637,52440,12197
16/03/2021,Meghalaya,75591,61441,14150
17/03/2021,Meghalaya,79544,63623,15921
18/03/2021,Meghalaya,83678,65544,18134
19/03/2021,Meghalaya,87664,67370,20294
20/03/2021,Meghalaya,89583,68157,21426
21/03/2021,Meghalaya,89631,68189,21442
22/03/2021,Meghalaya,93369,69870,23499
23/03/2021,Meghalaya,97710,71810,25900
24/03/2021,Meghalaya,100271,73095,27176
25/03/2021,Meghalaya,104331,75260,29071
26/03/2021,Meghalaya,106715,76757,29958
27/03/2021,Meghalaya,107235,77163,30072
28/03/2021,Meghalaya,107245,77173,30072
29/03/2021,Meghalaya,108601,78278,30323
30/03/2021,Meghalaya,110987,79778,31209
31/03/2021,Meghalaya,112575,80790,31785
1/4/2021,Meghalaya,116161,83658,32503
2/4/2021,Meghalaya,116994,84328,32666
3/4/2021,Meghalaya,118120,85243,32877
4/4/2021,Meghalaya,118451,85528,32923
5/4/2021,Meghalaya,120925,87294,33631
6/4/2021,Meghalaya,122904,88683,34221
7/4/2021,Meghalaya,129112,93455,35657
8/4/2021,Meghalaya,135189,98204,36985
9/4/2021,Meghalaya,139127,101170,37957
